name,date,opened,free_places,places
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
GAUMONT-OUEST,2022-06-01T11:46:47,True,216,250
